User_ID;Age;Age_Range;Country;Streaming Platform;Top Genre;Hours Streamed Per Day_Decimal;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement %;Discover Weekly_Categories;Repeat Song Rate %;Repeat Song Rate_Categories
U1951;50;Seniors;UK;Apple Music;Rock;6,8;500;Taylor Swift;Premium;Morning;1,1;Low;26,81;Medium
U1952;20;Young Adults;Brazil;Spotify;Reggae;3,5;353;Drake;Premium;Afternoon;58,9;High;14,11;Low
U1953;28;Adults;South Korea;Amazon Music;Hip-Hop;7,8;498;The Weeknd;Free;Night;84;Very High;60,65;High
U1954;59;Seniors;UK;YouTube;Country;2,6;361;Bad Bunny;Premium;Night;5,8;Low;58,75;High
U1955;24;Young Adults;Canada;Apple Music;R&B;3;127;The Weeknd;Premium;Afternoon;22,2;Low;11,94;Low
U1956;37;Adults;South Korea;Apple Music;Reggae;4,3;203;Post Malone;Premium;Afternoon;22,3;Low;42,14;Medium
U1957;54;Seniors;South Korea;Tidal;Pop;8,1;192;Taylor Swift;Free;Night;87,7;Very High;5,18;Low
U1958;19;Young Adults;USA;YouTube;EDM;6,6;204;Drake;Free;Afternoon;53,5;High;78,08;Very High
U1959;43;Adults;Australia;Apple Music;Jazz;7,7;365;Taylor Swift;Premium;Afternoon;16,3;Low;77,89;Very High
U1960;55;Seniors;USA;Tidal;Hip-Hop;0,4;487;The Weeknd;Premium;Night;4,8;Low;74,76;High
U1961;36;Adults;Canada;Amazon Music;Rock;3;420;BTS;Premium;Afternoon;50,3;High;5,61;Low
U1962;53;Seniors;USA;Tidal;Metal;0,9;129;Adele;Free;Night;19,5;Low;72,85;High
U1963;23;Young Adults;Japan;Spotify;Rock;1,1;252;Dua Lipa;Premium;Morning;5,7;Low;24,75;Low
U1964;22;Young Adults;France;Apple Music;Metal;4,2;438;Bad Bunny;Premium;Night;3,6;Low;25,72;Medium
U1965;40;Adults;Australia;Spotify;Rock;3,7;264;Post Malone;Premium;Afternoon;88,5;Very High;30,51;Medium
U1966;37;Adults;Australia;Amazon Music;Rock;9,6;96;Taylor Swift;Premium;Night;20,1;Low;68,86;High
U1967;58;Seniors;South Korea;Apple Music;Rock;7,7;366;Post Malone;Premium;Afternoon;86,9;Very High;26,14;Medium
U1968;31;Adults;France;Amazon Music;Reggae;5,9;437;Ed Sheeran;Free;Afternoon;67,2;High;79,52;Very High
U1969;16;Youth;UK;Deezer;Country;7,9;144;Adele;Premium;Morning;16,2;Low;31,14;Medium
U1970;59;Seniors;Japan;Tidal;R&B;8;296;Bad Bunny;Free;Night;86,8;Very High;10,32;Low
U1971;58;Seniors;South Korea;Tidal;Rock;5,9;136;Adele;Premium;Night;5,3;Low;30,17;Medium
U1972;13;Youth;USA;YouTube;Reggae;7,6;239;Billie Eilish;Premium;Night;84,5;Very High;34,08;Medium
U1973;60;Seniors;India;Spotify;Jazz;5,1;33;Dua Lipa;Premium;Night;89,9;Very High;67,51;High
U1974;25;Adults;USA;Spotify;Pop;2,2;74;Billie Eilish;Free;Night;54,8;High;8,65;Low
U1975;15;Youth;France;Amazon Music;Pop;4,5;408;Dua Lipa;Free;Afternoon;54,1;High;2,1;Low
U1976;60;Seniors;Japan;Tidal;Hip-Hop;6,3;278;The Weeknd;Free;Morning;40,2;Medium;7,68;Low
U1977;16;Youth;UK;Amazon Music;Country;0,3;184;The Weeknd;Free;Afternoon;21,8;Low;15,75;Low
U1978;58;Seniors;India;Amazon Music;Metal;1,6;374;Taylor Swift;Free;Afternoon;77,3;Very High;30,51;Medium
U1979;52;Seniors;Brazil;YouTube;Country;1;137;Dua Lipa;Free;Morning;26;Medium;61,72;High
U1980;24;Young Adults;India;Amazon Music;Classical;3,1;333;Bad Bunny;Free;Morning;35,3;Medium;68,08;High
U1981;22;Young Adults;India;Apple Music;Country;3,3;115;Billie Eilish;Premium;Night;34,7;Medium;4,17;Low
U1982;60;Seniors;South Korea;Deezer;Reggae;7,7;268;Bad Bunny;Premium;Afternoon;86;Very High;68,74;High
U1983;57;Seniors;Japan;Apple Music;Pop;1,9;159;Post Malone;Premium;Night;11;Low;69,11;High
U1984;58;Seniors;Germany;Spotify;Jazz;4;255;Dua Lipa;Free;Night;28,6;Medium;17,81;Low
U1985;14;Youth;Japan;YouTube;Country;6,1;78;Drake;Premium;Morning;4,8;Low;40,86;Medium
U1986;28;Adults;Germany;Amazon Music;Classical;9,8;326;Adele;Free;Night;30,2;Medium;76,78;Very High
U1987;48;Seniors;Australia;YouTube;Jazz;4,2;464;The Weeknd;Free;Morning;24,4;Low;76,84;Very High
U1988;29;Adults;USA;Deezer;Reggae;1,3;310;Taylor Swift;Premium;Morning;81,8;Very High;77,43;Very High
U1989;35;Adults;Japan;Spotify;Hip-Hop;0,5;270;BTS;Free;Night;19,3;Low;37,24;Medium
U1990;27;Adults;Canada;Spotify;EDM;1,9;54;Post Malone;Free;Morning;47,8;Medium;34,63;Medium
U1991;17;Youth;USA;Apple Music;Reggae;1,3;403;Taylor Swift;Premium;Night;60,8;High;36,36;Medium
U1992;52;Seniors;South Korea;Deezer;Rock;5,2;229;Post Malone;Premium;Afternoon;43,3;Medium;78,01;Very High
U1993;38;Adults;Japan;Amazon Music;Jazz;3,4;441;The Weeknd;Free;Night;90;Very High;59,21;High
U1994;57;Seniors;USA;Spotify;Rock;0,4;333;Adele;Free;Morning;5,1;Low;7,85;Low
U1995;13;Youth;France;Apple Music;Reggae;6,4;205;The Weeknd;Premium;Night;44;Medium;34,47;Medium
U1996;16;Youth;Japan;Tidal;Pop;5,5;23;Dua Lipa;Premium;Night;24,7;Low;57,68;High
U1997;44;Seniors;UK;Spotify;Reggae;0,7;44;Billie Eilish;Premium;Night;68,1;High;37,96;Medium
U1998;39;Adults;Brazil;Tidal;Hip-Hop;0,6;79;Post Malone;Premium;Night;12,4;Low;56,69;High
U1999;52;Seniors;Brazil;YouTube;Rock;3;372;BTS;Premium;Night;32,3;Medium;64,85;High
U2000;57;Seniors;South Korea;Spotify;Metal;1,8;62;Drake;Free;Morning;69,7;High;56,94;High
U2001;17;Youth;India;Tidal;Rock;7,4;97;Ed Sheeran;Free;Afternoon;17,9;Low;79,35;Very High
U2002;35;Adults;France;Apple Music;Pop;6,6;135;Post Malone;Free;Afternoon;16,5;Low;61,23;High
U2003;25;Adults;South Korea;Tidal;Pop;3,9;97;Taylor Swift;Free;Night;35,3;Medium;5,83;Low
U2004;27;Adults;Brazil;YouTube;R&B;6,4;476;The Weeknd;Free;Morning;24,8;Low;71,59;High
U2005;30;Adults;India;Spotify;Hip-Hop;6,5;245;Taylor Swift;Free;Afternoon;69;High;6,73;Low
U2006;43;Adults;Brazil;Tidal;Reggae;3,1;128;BTS;Free;Night;45,7;Medium;35,48;Medium
U2007;51;Seniors;France;Spotify;Hip-Hop;4,5;107;Adele;Free;Afternoon;69;High;42,11;Medium
U2008;49;Seniors;South Korea;Spotify;Classical;4,9;260;Billie Eilish;Premium;Morning;31,5;Medium;62,67;High
U2009;22;Young Adults;USA;Spotify;EDM;9,1;69;Adele;Premium;Afternoon;15;Low;58,41;High
U2010;40;Adults;USA;Deezer;Metal;8,7;368;Adele;Free;Morning;20,9;Low;62,12;High
U2011;51;Seniors;Japan;Tidal;Metal;1,8;318;BTS;Free;Morning;46,2;Medium;19,65;Low
U2012;32;Adults;Australia;Spotify;Jazz;3,1;495;Dua Lipa;Premium;Afternoon;56,7;High;75,02;Very High
U2013;43;Adults;Brazil;Apple Music;Classical;4;177;Bad Bunny;Free;Afternoon;67,2;High;36,28;Medium
U2014;41;Adults;Germany;Spotify;Rock;9,8;320;BTS;Free;Night;67;High;7,25;Low
U2015;13;Youth;Germany;Deezer;R&B;0,6;374;Dua Lipa;Premium;Morning;78,1;Very High;60,22;High
U2016;40;Adults;USA;YouTube;EDM;3,2;107;Adele;Premium;Morning;11,2;Low;53,35;High
U2017;48;Seniors;UK;Tidal;Rock;4,1;241;Adele;Premium;Night;39,5;Medium;10,44;Low
U2018;18;Young Adults;Germany;Amazon Music;Classical;7,9;67;The Weeknd;Premium;Morning;84,5;Very High;72,88;High
U2019;15;Youth;France;YouTube;Hip-Hop;6,2;21;Adele;Premium;Morning;31;Medium;53,79;High
U2020;41;Adults;South Korea;Spotify;Rock;5,9;466;Billie Eilish;Premium;Night;51,2;High;37,25;Medium
U2021;44;Seniors;Japan;Deezer;Reggae;4,2;150;BTS;Premium;Night;15,6;Low;13,61;Low
U2022;52;Seniors;Australia;Deezer;Rock;8,5;37;Adele;Free;Morning;25,4;Medium;45,91;Medium
U2023;33;Adults;USA;Tidal;Jazz;0,8;129;Adele;Free;Morning;37,6;Medium;65,04;High
U2024;25;Adults;Australia;Spotify;Rock;10;386;Adele;Premium;Morning;64,5;High;44,48;Medium
U2025;54;Seniors;Canada;Amazon Music;Reggae;7,9;490;Taylor Swift;Free;Night;33;Medium;59,12;High
U2026;53;Seniors;USA;YouTube;Rock;9,2;202;Ed Sheeran;Free;Afternoon;67,3;High;47,09;Medium
U2027;52;Seniors;India;Apple Music;Metal;5,3;447;Ed Sheeran;Premium;Afternoon;32,4;Medium;8,59;Low
U2028;38;Adults;France;Tidal;Hip-Hop;6;112;Billie Eilish;Premium;Night;58,2;High;3,41;Low
U2029;36;Adults;Canada;YouTube;Pop;3,3;110;Post Malone;Premium;Morning;72,1;High;6,4;Low
U2030;37;Adults;Germany;Amazon Music;Pop;1,6;370;Billie Eilish;Free;Night;62;High;50,28;High
U2031;42;Adults;Germany;Amazon Music;R&B;4,9;393;BTS;Premium;Afternoon;89,7;Very High;47,98;Medium
U2032;33;Adults;Japan;Spotify;Hip-Hop;6,6;205;BTS;Premium;Morning;4,4;Low;24,76;Low
U2033;31;Adults;Japan;Spotify;Jazz;8,1;473;Dua Lipa;Free;Morning;18,2;Low;15,05;Low
U2034;39;Adults;Japan;YouTube;R&B;9,8;178;Billie Eilish;Premium;Afternoon;32,7;Medium;68,58;High
U2035;52;Seniors;UK;Deezer;Hip-Hop;7,8;23;Adele;Free;Afternoon;74,8;High;6,49;Low
U2036;39;Adults;UK;Tidal;Pop;0,8;339;The Weeknd;Premium;Night;10,5;Low;58,52;High
U2037;30;Adults;UK;Tidal;R&B;7,8;421;Billie Eilish;Premium;Afternoon;31,6;Medium;62,72;High
U2038;38;Adults;India;Spotify;Classical;6,7;472;Post Malone;Free;Afternoon;28,7;Medium;55,24;High
U2039;17;Youth;Japan;Spotify;Jazz;0,8;475;Dua Lipa;Premium;Afternoon;52,1;High;38,22;Medium
U2040;17;Youth;Brazil;Apple Music;Country;0,8;69;Billie Eilish;Free;Night;17,4;Low;11,73;Low
U2041;21;Young Adults;UK;Amazon Music;Metal;8,5;4;Adele;Premium;Morning;15,3;Low;32,26;Medium
U2042;28;Adults;Brazil;YouTube;Hip-Hop;4,6;457;Post Malone;Free;Morning;82,7;Very High;76,56;Very High
U2043;28;Adults;UK;Deezer;Metal;3,9;61;Billie Eilish;Premium;Morning;43,8;Medium;13,32;Low
U2044;23;Young Adults;USA;Apple Music;Rock;7,4;120;Drake;Premium;Night;33,8;Medium;18,92;Low
U2045;17;Youth;Germany;Deezer;R&B;7,9;372;Adele;Free;Afternoon;21,3;Low;5,36;Low
U2046;33;Adults;France;YouTube;Hip-Hop;2,1;200;The Weeknd;Premium;Night;21,2;Low;36,31;Medium
U2047;47;Seniors;Australia;Tidal;Pop;2,3;496;The Weeknd;Premium;Morning;72,5;High;50,54;High
U2048;42;Adults;France;Tidal;R&B;7,6;373;BTS;Free;Night;45;Medium;53,54;High
U2049;48;Seniors;France;YouTube;EDM;3,7;370;Drake;Free;Morning;88,6;Very High;26,57;Medium
U2050;15;Youth;Canada;Amazon Music;Hip-Hop;0,3;343;Billie Eilish;Free;Morning;39,7;Medium;48,65;Medium
U2051;44;Seniors;UK;YouTube;Rock;5,7;483;Ed Sheeran;Free;Morning;84,1;Very High;6,6;Low
U2052;29;Adults;India;Tidal;Jazz;5,5;380;Post Malone;Premium;Night;69,5;High;48,37;Medium
U2053;43;Adults;South Korea;Apple Music;Classical;5,3;392;Ed Sheeran;Free;Afternoon;26,2;Medium;37,24;Medium
U2054;55;Seniors;India;Tidal;Rock;0,2;6;BTS;Free;Night;8,4;Low;54,76;High
U2055;47;Seniors;Australia;Spotify;Classical;9,8;137;The Weeknd;Free;Afternoon;48,4;Medium;68,58;High
U2056;28;Adults;USA;YouTube;Pop;7,7;252;Billie Eilish;Premium;Afternoon;89,4;Very High;44,99;Medium
U2057;49;Seniors;Canada;Spotify;Jazz;1,6;10;Drake;Premium;Morning;26,7;Medium;30,02;Medium
U2058;13;Youth;UK;Apple Music;Country;7,4;279;Post Malone;Free;Afternoon;21,9;Low;32,13;Medium
U2059;44;Seniors;Germany;Deezer;Pop;8,8;198;The Weeknd;Premium;Morning;62,7;High;78,67;Very High
U2060;43;Adults;Australia;Amazon Music;Jazz;9;115;Drake;Free;Night;7,2;Low;16,57;Low
U2061;15;Youth;USA;Apple Music;Reggae;6,9;107;Bad Bunny;Premium;Afternoon;60,5;High;4,23;Low
U2062;29;Adults;Brazil;YouTube;Pop;5,6;431;Ed Sheeran;Free;Morning;37,5;Medium;78,81;Very High
U2063;13;Youth;India;Amazon Music;Country;4,1;261;Adele;Premium;Morning;7,3;Low;74,72;High
U2064;26;Adults;France;Amazon Music;Metal;7,1;126;Taylor Swift;Premium;Morning;65,3;High;75,23;Very High
U2065;38;Adults;Australia;Deezer;Hip-Hop;2;32;Taylor Swift;Free;Night;71,4;High;71,69;High
U2066;47;Seniors;Brazil;Apple Music;Reggae;4,8;426;Adele;Premium;Night;73,3;High;26,07;Medium
U2067;28;Adults;Australia;Apple Music;Hip-Hop;9,8;31;Ed Sheeran;Premium;Night;47;Medium;69,66;High
U2068;37;Adults;UK;Apple Music;Classical;4,5;168;Post Malone;Free;Night;40,2;Medium;19,37;Low
U2069;33;Adults;UK;Deezer;R&B;2,9;145;Ed Sheeran;Free;Afternoon;73,6;High;32,02;Medium
U2070;39;Adults;Germany;Apple Music;Pop;4,2;219;Post Malone;Premium;Night;17,3;Low;53,63;High
U2071;19;Young Adults;Brazil;Apple Music;Pop;3,8;262;Taylor Swift;Premium;Night;3,8;Low;57,91;High
U2072;37;Adults;Germany;Apple Music;Jazz;0,3;485;The Weeknd;Free;Morning;77,8;Very High;31,08;Medium
U2073;20;Young Adults;Japan;Amazon Music;Country;8,8;387;The Weeknd;Free;Afternoon;39,2;Medium;61,38;High
U2074;18;Young Adults;Canada;YouTube;Country;8,3;252;Drake;Premium;Morning;29,6;Medium;11,19;Low
U2075;20;Young Adults;USA;Apple Music;Metal;4,3;262;Drake;Free;Night;66,7;High;53,13;High
U2076;18;Young Adults;UK;Amazon Music;Jazz;1,2;170;Dua Lipa;Free;Night;38,6;Medium;35,55;Medium
U2077;46;Seniors;Germany;Deezer;Rock;9,3;302;Dua Lipa;Premium;Morning;43,1;Medium;39,25;Medium
U2078;47;Seniors;France;YouTube;Reggae;1,2;72;Adele;Free;Night;61,2;High;42,81;Medium
U2079;27;Adults;Canada;Tidal;Pop;6,5;55;Dua Lipa;Free;Morning;28,1;Medium;3,02;Low
U2080;44;Seniors;France;Deezer;Metal;8,4;214;Taylor Swift;Free;Morning;4;Low;37,53;Medium
U2081;42;Adults;USA;Deezer;Jazz;3,9;496;Dua Lipa;Premium;Night;14,6;Low;26,83;Medium
U2082;19;Young Adults;Japan;Deezer;Country;9,1;359;Ed Sheeran;Free;Morning;80,5;Very High;43,65;Medium
U2083;17;Youth;France;Tidal;Reggae;3,9;413;Ed Sheeran;Premium;Night;84,4;Very High;6,79;Low
U2084;28;Adults;India;YouTube;Reggae;2,7;258;Taylor Swift;Free;Afternoon;55,1;High;66,17;High
U2085;54;Seniors;Canada;Tidal;Hip-Hop;4,5;136;Ed Sheeran;Free;Night;87,4;Very High;70,14;High
U2086;58;Seniors;Australia;Tidal;Pop;2,2;121;Taylor Swift;Free;Night;56;High;4,92;Low
U2087;16;Youth;India;YouTube;Jazz;1,8;478;Bad Bunny;Premium;Night;62,2;High;8,51;Low
U2088;27;Adults;France;Amazon Music;Classical;8,4;429;Post Malone;Free;Night;77,5;Very High;29,29;Medium
U2089;30;Adults;South Korea;Spotify;Metal;1,5;257;Adele;Free;Afternoon;33,4;Medium;69,93;High
U2090;21;Young Adults;Japan;Spotify;EDM;4,3;446;Taylor Swift;Free;Night;82,7;Very High;71,57;High
U2091;48;Seniors;Canada;Amazon Music;Pop;8;273;Bad Bunny;Premium;Afternoon;17,1;Low;65,92;High
U2092;38;Adults;Brazil;Apple Music;Classical;8,5;236;Post Malone;Premium;Morning;6,5;Low;22,29;Low
U2093;28;Adults;France;YouTube;Pop;9,3;262;Bad Bunny;Premium;Afternoon;72,5;High;76,76;Very High
U2094;52;Seniors;Brazil;Apple Music;Country;1,8;388;Billie Eilish;Free;Night;37,3;Medium;79,01;Very High
U2095;18;Young Adults;Japan;YouTube;Reggae;6,6;76;Taylor Swift;Premium;Morning;1,2;Low;9,24;Low
U2096;47;Seniors;South Korea;Spotify;Hip-Hop;9,4;90;Post Malone;Free;Night;65,8;High;28,11;Medium
U2097;20;Young Adults;India;Deezer;Metal;1;65;Bad Bunny;Premium;Night;23,8;Low;6,36;Low
U2098;16;Youth;Brazil;Spotify;Pop;7;395;Bad Bunny;Free;Afternoon;17,1;Low;37,92;Medium
U2099;48;Seniors;Germany;Deezer;Country;0,9;310;Bad Bunny;Free;Night;84,5;Very High;32,98;Medium
U2100;49;Seniors;Canada;YouTube;Rock;6,8;9;Ed Sheeran;Premium;Morning;66,5;High;7,81;Low
U2101;49;Seniors;India;Amazon Music;Country;7,1;177;Billie Eilish;Free;Afternoon;48,9;Medium;27,79;Medium
U2102;58;Seniors;Germany;Tidal;Classical;7,4;19;BTS;Free;Night;25,8;Medium;3,14;Low
U2103;43;Adults;France;Spotify;R&B;0,2;207;Dua Lipa;Premium;Afternoon;70,2;High;20,06;Low
U2104;16;Youth;Germany;Deezer;Hip-Hop;7,1;486;Billie Eilish;Free;Morning;69,1;High;43,88;Medium
U2105;26;Adults;Germany;Spotify;Country;0,4;345;Taylor Swift;Premium;Morning;69,8;High;72,29;High
U2106;15;Youth;France;YouTube;Classical;9,4;79;Taylor Swift;Premium;Morning;60,6;High;4,98;Low
U2107;51;Seniors;India;Tidal;Country;5,9;436;Bad Bunny;Premium;Afternoon;46,2;Medium;41,49;Medium
U2108;34;Adults;Canada;YouTube;R&B;9,1;144;Drake;Premium;Afternoon;20;Low;16,78;Low
U2109;36;Adults;Brazil;Amazon Music;Metal;4,9;394;Drake;Free;Night;23,5;Low;6,97;Low
U2110;47;Seniors;USA;Spotify;Jazz;5,7;70;Ed Sheeran;Free;Afternoon;6,6;Low;32,41;Medium
U2111;40;Adults;India;YouTube;EDM;8,5;379;Post Malone;Free;Night;24;Low;7,97;Low
U2112;40;Adults;Germany;YouTube;Pop;2,9;297;Post Malone;Premium;Afternoon;3,7;Low;25,83;Medium
U2113;59;Seniors;France;YouTube;Pop;8,6;296;Post Malone;Premium;Night;20;Low;42,11;Medium
U2114;43;Adults;Japan;Amazon Music;Hip-Hop;0,4;5;Ed Sheeran;Free;Night;19,7;Low;30,18;Medium
U2115;15;Youth;UK;Amazon Music;Jazz;4,6;53;Ed Sheeran;Free;Night;87,2;Very High;38,76;Medium
U2116;51;Seniors;Canada;Apple Music;Jazz;4,1;500;Post Malone;Free;Morning;84,1;Very High;9,27;Low
U2117;41;Adults;Australia;Apple Music;Pop;1,1;13;Taylor Swift;Free;Morning;12;Low;64,49;High
U2118;42;Adults;India;Deezer;EDM;7,9;100;The Weeknd;Premium;Night;11,6;Low;44,73;Medium
U2119;23;Young Adults;UK;Spotify;Rock;0,6;409;Bad Bunny;Free;Morning;26,3;Medium;53,61;High
U2120;27;Adults;South Korea;Tidal;Classical;9,2;260;Ed Sheeran;Free;Afternoon;39,7;Medium;4,59;Low
U2121;21;Young Adults;France;Tidal;EDM;5,6;474;The Weeknd;Free;Afternoon;3,7;Low;60,85;High
U2122;33;Adults;Brazil;Spotify;Rock;5,6;307;Ed Sheeran;Free;Night;59,4;High;10,72;Low
U2123;48;Seniors;France;Deezer;Hip-Hop;1,2;127;BTS;Free;Afternoon;19;Low;31,32;Medium
U2124;39;Adults;Canada;Tidal;R&B;2,6;206;Taylor Swift;Premium;Morning;85,9;Very High;75,99;Very High
U2125;44;Seniors;Australia;Spotify;Jazz;5,6;260;Taylor Swift;Premium;Afternoon;11,9;Low;5,18;Low
U2126;13;Youth;Brazil;YouTube;Pop;6,1;108;Bad Bunny;Free;Morning;34,9;Medium;73,72;High
U2127;47;Seniors;USA;Tidal;Metal;3,2;99;Billie Eilish;Premium;Morning;28,9;Medium;52,23;High
U2128;29;Adults;South Korea;Tidal;R&B;9,9;7;Adele;Premium;Night;15;Low;19,05;Low
U2129;15;Youth;Australia;Amazon Music;Jazz;1,4;63;Dua Lipa;Premium;Morning;79,3;Very High;41,09;Medium
U2130;48;Seniors;Germany;Deezer;Metal;2,2;348;Adele;Premium;Night;4,7;Low;33,14;Medium
U2131;36;Adults;Japan;Apple Music;Jazz;3,8;202;Dua Lipa;Free;Morning;21,2;Low;44,56;Medium
U2132;49;Seniors;UK;Tidal;EDM;7,8;147;Drake;Premium;Night;18,4;Low;41,79;Medium
U2133;54;Seniors;USA;Tidal;Metal;2,8;341;Dua Lipa;Free;Morning;6,6;Low;7,42;Low
U2134;48;Seniors;India;Apple Music;Pop;6,7;27;Billie Eilish;Free;Morning;77,8;Very High;47,62;Medium
U2135;13;Youth;South Korea;Apple Music;Hip-Hop;9,8;412;BTS;Free;Afternoon;40,2;Medium;9,28;Low
U2136;31;Adults;South Korea;YouTube;R&B;0,4;175;BTS;Premium;Morning;81;Very High;37,43;Medium
U2137;60;Seniors;India;Tidal;Rock;4,7;262;The Weeknd;Free;Night;59,2;High;25,04;Medium
U2138;35;Adults;USA;Amazon Music;Classical;0,3;347;Drake;Premium;Night;45,3;Medium;31,34;Medium
U2139;31;Adults;Japan;Apple Music;Pop;8,1;407;Bad Bunny;Premium;Morning;87;Very High;21,83;Low
U2140;58;Seniors;South Korea;Tidal;Rock;9,3;465;Drake;Free;Night;80,8;Very High;73,95;High
U2141;36;Adults;Brazil;Amazon Music;Pop;6,5;139;Taylor Swift;Premium;Night;83,9;Very High;64,67;High
U2142;51;Seniors;South Korea;Deezer;Country;0,2;486;Ed Sheeran;Free;Afternoon;76,8;Very High;38,08;Medium
U2143;60;Seniors;Canada;Apple Music;Reggae;8,7;434;The Weeknd;Premium;Afternoon;74,7;High;14,48;Low
U2144;38;Adults;UK;YouTube;Metal;2;274;Ed Sheeran;Premium;Afternoon;25,7;Medium;38,33;Medium
U2145;31;Adults;India;Amazon Music;Hip-Hop;7,2;169;Billie Eilish;Free;Night;12,2;Low;73,51;High
U2146;37;Adults;Brazil;Deezer;EDM;5,5;75;The Weeknd;Free;Morning;6;Low;46,16;Medium
U2147;60;Seniors;Brazil;Spotify;R&B;3,6;130;Adele;Premium;Afternoon;27,9;Medium;76,29;Very High
U2148;46;Seniors;Germany;YouTube;Classical;1,8;251;Adele;Premium;Night;33,3;Medium;14,61;Low
U2149;18;Young Adults;USA;Deezer;EDM;8,2;404;Ed Sheeran;Premium;Afternoon;88,5;Very High;55,36;High
U2150;43;Adults;Canada;YouTube;Jazz;2;87;Post Malone;Premium;Morning;32,2;Medium;26,71;Medium
U2151;40;Adults;Canada;Tidal;Pop;9,6;317;Bad Bunny;Premium;Afternoon;19,9;Low;50,85;High
U2152;38;Adults;Australia;Deezer;Reggae;6,9;184;Post Malone;Premium;Afternoon;68,4;High;25,99;Medium
U2153;52;Seniors;UK;Deezer;Classical;4,7;462;Adele;Free;Afternoon;20;Low;1,73;Low
U2154;40;Adults;India;Spotify;Metal;8,6;241;Post Malone;Free;Afternoon;79,8;Very High;6,21;Low
U2155;46;Seniors;India;Deezer;Classical;7,1;60;Billie Eilish;Premium;Morning;47,1;Medium;63,09;High
U2156;36;Adults;South Korea;Tidal;Metal;4,3;353;Post Malone;Free;Morning;69,1;High;56,12;High
U2157;34;Adults;Brazil;Amazon Music;R&B;0,5;334;Dua Lipa;Free;Morning;41,6;Medium;59,12;High
U2158;57;Seniors;Germany;Deezer;Reggae;5,3;452;Drake;Free;Morning;38,4;Medium;31,39;Medium
U2159;37;Adults;France;Amazon Music;Classical;5,7;419;Taylor Swift;Premium;Night;17,6;Low;27,17;Medium
U2160;15;Youth;Canada;Tidal;Jazz;6,1;379;BTS;Premium;Morning;45,9;Medium;57,93;High
U2161;57;Seniors;South Korea;YouTube;Country;5,8;471;Bad Bunny;Free;Night;10,6;Low;12,77;Low
U2162;45;Seniors;South Korea;YouTube;Metal;6,4;425;Post Malone;Premium;Night;83,7;Very High;11,68;Low
U2163;39;Adults;South Korea;Deezer;Classical;1,8;489;Post Malone;Free;Morning;16,4;Low;33,86;Medium
U2164;17;Youth;Canada;YouTube;Jazz;4,4;219;The Weeknd;Premium;Afternoon;48,3;Medium;63,94;High
U2165;43;Adults;South Korea;Spotify;R&B;8,1;492;Adele;Premium;Morning;3,4;Low;42,45;Medium
U2166;53;Seniors;UK;Deezer;Metal;9,3;482;Adele;Free;Afternoon;74,7;High;59,26;High
U2167;55;Seniors;Japan;Amazon Music;Country;0,5;34;Bad Bunny;Free;Afternoon;67,5;High;5,68;Low
U2168;50;Seniors;Germany;Deezer;Classical;6,7;460;Taylor Swift;Premium;Afternoon;53,9;High;74,88;High
U2169;47;Seniors;India;Spotify;Jazz;1,1;236;BTS;Free;Afternoon;38;Medium;78,69;Very High
U2170;24;Young Adults;Canada;Deezer;EDM;9,5;465;Drake;Free;Afternoon;58,6;High;3,69;Low
U2171;51;Seniors;Canada;Spotify;Metal;8,1;16;Post Malone;Free;Afternoon;80;Very High;66,24;High
U2172;17;Youth;France;Amazon Music;Classical;4,8;303;BTS;Premium;Afternoon;21,5;Low;1,49;Low
U2173;42;Adults;USA;YouTube;Metal;0,4;495;The Weeknd;Free;Morning;75,5;Very High;4,2;Low
U2174;22;Young Adults;Australia;Tidal;Reggae;2;408;Post Malone;Free;Night;90;Very High;12,14;Low
U2175;27;Adults;UK;YouTube;Country;2,3;298;The Weeknd;Premium;Afternoon;23,3;Low;78,66;Very High
U2176;45;Seniors;India;Spotify;Pop;8,2;62;BTS;Free;Morning;46,8;Medium;67,91;High
U2177;15;Youth;India;Deezer;Pop;5,9;360;Taylor Swift;Free;Night;35,4;Medium;55,65;High
U2178;32;Adults;South Korea;Spotify;Metal;2,4;276;Dua Lipa;Free;Afternoon;65,1;High;16,06;Low
U2179;21;Young Adults;India;Apple Music;Reggae;9;213;Dua Lipa;Premium;Night;6,6;Low;20,16;Low
U2180;37;Adults;South Korea;YouTube;R&B;10;70;Ed Sheeran;Free;Morning;74,3;High;75,69;Very High
U2181;21;Young Adults;India;Deezer;Metal;6,2;93;Bad Bunny;Premium;Morning;77;Very High;34,23;Medium
U2182;59;Seniors;Brazil;Tidal;Hip-Hop;2,7;150;The Weeknd;Free;Afternoon;44,3;Medium;50,56;High
U2183;32;Adults;Germany;Amazon Music;R&B;6,6;439;BTS;Free;Night;59,7;High;39,87;Medium
U2184;42;Adults;India;Tidal;Jazz;0,9;234;Billie Eilish;Premium;Morning;23,5;Low;59,56;High
U2185;57;Seniors;South Korea;Amazon Music;Classical;9,1;87;Adele;Free;Morning;45,9;Medium;9,03;Low
U2186;50;Seniors;Japan;Amazon Music;Jazz;9,7;16;Drake;Premium;Night;39,4;Medium;37,38;Medium
U2187;33;Adults;Canada;Deezer;EDM;0,5;77;Post Malone;Free;Morning;25;Low;74,59;High
